ユーザーID,商品ID,購入日時
4,262,2024-01-04
4,299,2024-01-09
4,173,2024-01-16
4,406,2024-01-18
4,247,2024-01-21
4,15,2024-01-21
4,294,2024-01-25
4,451,2024-01-25
4,64,2024-01-28
4,254,2024-01-28
4,11,2024-01-29
4,140,2024-01-30
4,98,2024-02-02
4,346,2024-02-07
4,478,2024-02-08
4,85,2024-02-10
4,193,2024-02-14
4,441,2024-02-15
4,151,2024-02-26
4,379,2024-03-07
4,219,2024-03-31
4,233,2024-03-31
4,12,2024-04-01
4,41,2024-04-05
4,491,2024-04-16
4,289,2024-04-16
4,76,2024-05-04
4,315,2024-05-06
4,429,2024-05-13
4,419,2024-05-16
4,37,2024-05-16
4,417,2024-05-17
4,170,2024-06-12
4,489,2024-06-19
4,168,2024-06-27
4,396,2024-07-29
4,12,2024-08-01
4,7,2024-08-20
4,125,2024-08-26
4,225,2024-08-28
4,178,2024-08-30
4,253,2024-08-31
4,102,2024-09-09
4,302,2024-09-17
4,32,2024-09-28
4,234,2024-10-05
4,103,2024-10-10
4,446,2024-10-19
4,475,2024-10-23
4,94,2024-10-27
