ユーザーID,商品ID,購入日時
39,32,2024-01-02
39,490,2024-01-04
39,353,2024-01-11
39,391,2024-01-16
39,168,2024-01-19
39,410,2024-01-22
39,478,2024-01-27
39,238,2024-02-11
39,55,2024-02-17
39,188,2024-02-22
39,152,2024-02-23
39,168,2024-03-11
39,109,2024-03-12
39,233,2024-03-22
39,341,2024-03-22
39,116,2024-04-02
39,406,2024-04-07
39,174,2024-04-10
39,342,2024-04-23
39,150,2024-04-24
39,220,2024-04-25
39,63,2024-04-26
39,244,2024-05-07
39,302,2024-05-07
39,96,2024-05-09
39,211,2024-05-12
39,166,2024-05-14
39,91,2024-06-07
39,140,2024-06-07
39,26,2024-06-11
39,76,2024-06-14
39,147,2024-06-15
39,80,2024-06-16
39,482,2024-06-22
39,38,2024-06-24
39,445,2024-07-13
39,429,2024-07-13
39,447,2024-08-04
39,72,2024-08-06
39,83,2024-08-06
39,460,2024-08-21
39,471,2024-08-22
39,152,2024-09-02
39,436,2024-09-03
39,291,2024-09-07
39,277,2024-09-21
39,262,2024-09-22
39,380,2024-10-10
39,113,2024-10-12
39,490,2024-10-26
