ユーザーID,商品ID,購入日時
54,14,2024-01-16
54,384,2024-01-19
54,218,2024-01-22
54,443,2024-02-06
54,71,2024-02-15
54,316,2024-02-23
54,211,2024-02-28
54,440,2024-02-28
54,93,2024-03-11
54,410,2024-03-13
54,162,2024-03-16
54,38,2024-03-19
54,313,2024-03-30
54,59,2024-04-15
54,108,2024-04-24
54,403,2024-04-26
54,351,2024-04-28
54,107,2024-05-02
54,53,2024-05-05
54,457,2024-05-12
54,466,2024-05-14
54,3,2024-05-16
54,107,2024-05-23
54,427,2024-05-28
54,278,2024-05-30
54,140,2024-07-09
54,481,2024-07-09
54,233,2024-07-10
54,114,2024-07-13
54,327,2024-07-14
54,211,2024-07-14
54,384,2024-07-18
54,257,2024-07-27
54,186,2024-08-10
54,119,2024-08-10
54,304,2024-08-11
54,149,2024-08-16
54,181,2024-08-20
54,187,2024-08-29
54,379,2024-08-29
54,272,2024-08-31
54,336,2024-09-05
54,161,2024-09-06
54,129,2024-09-08
54,78,2024-09-12
54,359,2024-09-15
54,334,2024-10-01
54,101,2024-10-03
54,470,2024-10-04
54,410,2024-10-08
