ユーザーID,商品ID,購入日時
37,19,2024-01-12
37,142,2024-01-18
37,111,2024-01-20
37,17,2024-02-03
37,34,2024-02-11
37,56,2024-02-13
37,84,2024-02-20
37,43,2024-02-26
37,104,2024-03-03
37,47,2024-03-04
37,148,2024-03-13
37,143,2024-03-19
37,94,2024-03-26
37,116,2024-03-29
37,102,2024-03-30
37,95,2024-03-31
37,132,2024-04-01
37,99,2024-04-11
37,82,2024-04-12
37,12,2024-04-14
37,120,2024-04-15
37,140,2024-04-17
37,133,2024-05-06
37,54,2024-05-08
37,24,2024-05-19
37,61,2024-05-27
37,36,2024-05-28
37,133,2024-05-29
37,105,2024-06-14
37,111,2024-06-20
37,124,2024-06-20
37,1,2024-06-22
37,107,2024-06-23
37,128,2024-07-20
37,91,2024-07-27
37,139,2024-08-02
37,99,2024-08-07
37,23,2024-09-02
37,122,2024-09-08
37,155,2024-09-09
37,104,2024-09-23
37,74,2024-09-24
37,33,2024-09-30
37,30,2024-10-06
37,80,2024-10-08
37,38,2024-10-21
37,101,2024-10-23
37,130,2024-10-23
37,42,2024-10-27
