ユーザーID,商品ID,購入日時
47,480,2024-01-04
47,482,2024-01-09
47,256,2024-01-12
47,125,2024-01-16
47,17,2024-02-13
47,415,2024-02-15
47,385,2024-02-18
47,79,2024-02-24
47,81,2024-02-25
47,179,2024-03-13
47,238,2024-04-03
47,120,2024-04-23
47,142,2024-04-23
47,17,2024-04-29
47,371,2024-05-03
47,89,2024-05-05
47,92,2024-05-06
47,156,2024-05-09
47,2,2024-05-09
47,133,2024-05-17
47,23,2024-05-21
47,157,2024-05-24
47,39,2024-05-28
47,65,2024-05-28
47,109,2024-06-06
47,214,2024-06-12
47,471,2024-06-20
47,32,2024-06-29
47,143,2024-07-08
47,130,2024-07-12
47,335,2024-07-14
47,104,2024-07-15
47,228,2024-07-16
47,497,2024-07-23
47,380,2024-07-28
47,409,2024-07-30
47,208,2024-08-06
47,221,2024-08-09
47,259,2024-08-13
47,496,2024-08-17
47,133,2024-08-19
47,384,2024-09-01
47,163,2024-09-01
47,421,2024-09-02
47,7,2024-09-04
47,395,2024-09-13
47,300,2024-09-15
47,55,2024-10-14
47,181,2024-10-23
47,458,2024-10-24
