ユーザーID,商品ID,購入日時
84,399,2024-01-10
84,181,2024-01-23
84,299,2024-01-25
84,491,2024-01-26
84,174,2024-02-03
84,80,2024-02-06
84,45,2024-02-10
84,236,2024-02-12
84,358,2024-02-19
84,62,2024-02-21
84,121,2024-02-22
84,357,2024-02-23
84,449,2024-03-03
84,22,2024-03-12
84,425,2024-03-16
84,378,2024-03-16
84,221,2024-03-20
84,207,2024-03-28
84,233,2024-04-03
84,156,2024-04-11
84,356,2024-04-17
84,275,2024-04-23
84,436,2024-04-30
84,136,2024-05-15
84,220,2024-05-16
84,6,2024-05-23
84,346,2024-05-24
84,305,2024-05-25
84,63,2024-06-09
84,113,2024-07-04
84,174,2024-07-08
84,249,2024-07-09
84,447,2024-07-16
84,304,2024-07-19
84,160,2024-07-19
84,57,2024-07-19
84,473,2024-07-20
84,149,2024-08-04
84,475,2024-08-06
84,377,2024-08-06
84,433,2024-08-06
84,311,2024-08-23
84,390,2024-08-25
84,7,2024-09-08
84,117,2024-09-09
84,437,2024-09-23
84,409,2024-10-03
84,361,2024-10-15
84,121,2024-10-16
84,59,2024-10-17
