ユーザーID,商品ID,購入日時
45,5,2024-01-05
45,118,2024-01-07
45,297,2024-01-07
45,287,2024-01-10
45,500,2024-01-18
45,189,2024-01-23
45,298,2024-01-24
45,249,2024-01-28
45,103,2024-01-31
45,310,2024-01-31
45,99,2024-01-31
45,200,2024-02-02
45,406,2024-02-10
45,407,2024-02-12
45,382,2024-02-23
45,204,2024-02-24
45,272,2024-02-27
45,207,2024-02-28
45,278,2024-03-02
45,153,2024-03-20
45,240,2024-03-22
45,474,2024-04-07
45,264,2024-04-09
45,197,2024-04-20
45,487,2024-04-23
45,6,2024-04-28
45,122,2024-04-29
45,368,2024-04-30
45,279,2024-05-18
45,65,2024-05-23
45,185,2024-06-04
45,161,2024-06-28
45,334,2024-06-29
45,127,2024-07-08
45,111,2024-07-10
45,398,2024-07-19
45,285,2024-07-22
45,269,2024-07-23
45,228,2024-07-25
45,358,2024-08-14
45,96,2024-08-16
45,480,2024-08-26
45,343,2024-09-03
45,284,2024-09-07
45,188,2024-09-10
45,92,2024-09-13
45,37,2024-09-20
45,124,2024-09-24
45,386,2024-09-28
45,51,2024-10-22
