ユーザーID,商品ID,購入日時
92,243,2024-01-08
92,13,2024-01-08
92,363,2024-01-25
92,111,2024-01-25
92,49,2024-02-24
92,5,2024-02-25
92,315,2024-03-04
92,483,2024-03-14
92,87,2024-03-17
92,122,2024-03-17
92,57,2024-03-19
92,285,2024-03-25
92,413,2024-03-31
92,142,2024-04-06
92,491,2024-04-13
92,413,2024-04-22
92,15,2024-04-26
92,122,2024-04-27
92,460,2024-05-01
92,287,2024-05-23
92,324,2024-05-23
92,28,2024-06-03
92,267,2024-06-06
92,36,2024-06-07
92,104,2024-06-08
92,59,2024-06-10
92,341,2024-06-18
92,27,2024-06-23
92,157,2024-06-25
92,41,2024-06-29
92,51,2024-07-03
92,114,2024-08-01
92,309,2024-08-01
92,232,2024-08-10
92,334,2024-08-19
92,431,2024-08-23
92,365,2024-08-24
92,493,2024-08-25
92,109,2024-08-27
92,499,2024-08-31
92,53,2024-09-04
92,64,2024-09-05
92,173,2024-09-17
92,496,2024-09-20
92,168,2024-09-24
92,125,2024-09-25
92,134,2024-09-29
92,470,2024-10-03
92,88,2024-10-09
92,249,2024-10-10
