ユーザーID,商品ID,購入日時
52,254,2024-01-05
52,284,2024-01-08
52,326,2024-01-20
52,332,2024-02-09
52,300,2024-02-12
52,151,2024-02-17
52,86,2024-03-01
52,30,2024-03-05
52,144,2024-03-07
52,494,2024-03-10
52,340,2024-03-18
52,178,2024-03-21
52,403,2024-03-23
52,264,2024-03-25
52,117,2024-03-30
52,61,2024-04-04
52,165,2024-04-07
52,356,2024-04-07
52,312,2024-04-10
52,66,2024-04-13
52,83,2024-04-27
52,74,2024-04-30
52,141,2024-04-30
52,225,2024-05-01
52,380,2024-05-08
52,384,2024-05-11
52,53,2024-05-23
52,302,2024-05-28
52,411,2024-05-29
52,392,2024-06-07
52,223,2024-06-28
52,396,2024-06-28
52,360,2024-07-03
52,259,2024-07-10
52,175,2024-07-24
52,130,2024-07-24
52,341,2024-07-26
52,79,2024-07-31
52,478,2024-07-31
52,431,2024-08-18
52,327,2024-08-19
52,485,2024-08-25
52,413,2024-08-29
52,449,2024-08-30
52,216,2024-09-14
52,216,2024-09-25
52,90,2024-10-02
52,487,2024-10-05
52,403,2024-10-15
52,4,2024-10-21
