ユーザーID,商品ID,購入日時
44,466,2024-01-07
44,244,2024-01-09
44,424,2024-01-15
44,376,2024-01-17
44,262,2024-01-22
44,452,2024-01-24
44,111,2024-01-28
44,296,2024-02-19
44,195,2024-03-15
44,96,2024-03-16
44,386,2024-03-23
44,325,2024-03-25
44,60,2024-04-09
44,21,2024-04-29
44,360,2024-05-09
44,404,2024-05-21
44,440,2024-05-24
44,487,2024-05-25
44,57,2024-05-27
44,357,2024-06-08
44,107,2024-06-09
44,37,2024-06-15
44,144,2024-06-18
44,325,2024-06-22
44,220,2024-07-06
44,78,2024-07-08
44,337,2024-07-09
44,170,2024-07-12
44,399,2024-07-20
44,161,2024-07-24
44,312,2024-07-24
44,384,2024-07-29
44,461,2024-07-31
44,82,2024-08-02
44,428,2024-08-07
44,105,2024-08-11
44,62,2024-08-14
44,137,2024-08-17
44,139,2024-08-19
44,399,2024-08-23
44,14,2024-08-31
44,252,2024-09-02
44,408,2024-09-08
44,43,2024-09-10
44,102,2024-09-15
44,119,2024-09-16
44,207,2024-09-19
44,325,2024-09-20
44,141,2024-09-22
44,166,2024-09-23
