ユーザーID,商品ID,購入日時
96,338,2024-01-03
96,49,2024-01-12
96,75,2024-01-13
96,239,2024-01-28
96,436,2024-02-02
96,442,2024-02-11
96,210,2024-03-08
96,459,2024-03-11
96,76,2024-03-13
96,486,2024-03-13
96,473,2024-03-17
96,389,2024-03-29
96,55,2024-04-09
96,56,2024-04-10
96,460,2024-04-19
96,244,2024-04-22
96,17,2024-04-23
96,337,2024-04-26
96,127,2024-04-29
96,478,2024-05-10
96,225,2024-05-12
96,412,2024-05-18
96,220,2024-05-28
96,56,2024-05-29
96,480,2024-06-14
96,320,2024-06-24
96,40,2024-06-26
96,233,2024-07-02
96,393,2024-07-06
96,152,2024-07-08
96,202,2024-07-14
96,15,2024-07-25
96,310,2024-07-26
96,26,2024-07-27
96,456,2024-08-07
96,180,2024-08-14
96,349,2024-08-17
96,433,2024-08-27
96,203,2024-08-28
96,262,2024-08-29
96,36,2024-08-31
96,101,2024-09-03
96,344,2024-09-07
96,400,2024-09-12
96,400,2024-09-19
96,7,2024-09-19
96,341,2024-09-25
96,427,2024-09-25
96,242,2024-09-28
96,116,2024-10-24
