ユーザーID,商品ID,購入日時
89,11,2024-01-03
89,11,2024-01-08
89,19,2024-02-02
89,86,2024-02-07
89,77,2024-02-21
89,76,2024-03-16
89,9,2024-03-23
89,111,2024-04-16
89,92,2024-04-26
89,52,2024-04-29
89,35,2024-07-03
89,49,2024-07-07
89,35,2024-07-08
89,34,2024-07-13
89,74,2024-07-27
89,10,2024-07-29
89,135,2024-08-04
89,70,2024-08-06
89,34,2024-09-09
89,135,2024-09-29
89,122,2024-09-30
89,152,2024-10-04
89,131,2024-10-09
89,141,2024-10-11
89,78,2024-10-15
89,112,2024-10-17
89,47,2024-10-18
89,36,2024-10-21
89,113,2024-10-22
