ユーザーID,商品ID,購入日時
24,117,2024-01-15
24,77,2024-01-25
24,75,2024-01-29
24,3,2024-01-30
24,39,2024-02-01
24,153,2024-02-29
24,24,2024-03-04
24,65,2024-03-08
24,31,2024-03-19
24,16,2024-03-20
24,52,2024-03-31
24,66,2024-04-03
24,14,2024-04-04
24,115,2024-04-09
24,102,2024-05-05
24,5,2024-05-10
24,104,2024-05-19
24,75,2024-05-26
24,55,2024-06-08
24,42,2024-06-10
24,151,2024-06-20
24,64,2024-06-20
24,135,2024-06-22
24,100,2024-06-24
24,22,2024-07-02
24,146,2024-07-16
24,19,2024-07-24
24,112,2024-07-25
24,124,2024-08-11
24,32,2024-08-15
24,54,2024-08-20
24,109,2024-09-15
24,17,2024-09-20
24,151,2024-09-21
24,93,2024-09-22
24,18,2024-09-26
24,82,2024-09-27
24,54,2024-10-08
24,1,2024-10-11
24,112,2024-10-14
24,105,2024-10-19
24,100,2024-10-20
