ユーザーID,商品ID,購入日時
93,364,2024-01-07
93,1,2024-01-10
93,471,2024-01-12
93,5,2024-01-12
93,476,2024-01-21
93,274,2024-02-03
93,420,2024-02-05
93,171,2024-02-10
93,373,2024-02-13
93,50,2024-02-24
93,115,2024-02-27
93,378,2024-03-13
93,28,2024-03-17
93,368,2024-03-18
93,148,2024-03-21
93,51,2024-03-22
93,2,2024-03-27
93,167,2024-03-28
93,167,2024-04-08
93,5,2024-04-08
93,421,2024-04-20
93,51,2024-04-20
93,41,2024-05-04
93,34,2024-05-12
93,429,2024-05-14
93,40,2024-05-16
93,51,2024-05-31
93,238,2024-06-05
93,347,2024-06-07
93,205,2024-06-16
93,445,2024-06-18
93,473,2024-06-30
93,418,2024-07-04
93,484,2024-07-04
93,281,2024-07-07
93,433,2024-07-08
93,238,2024-07-17
93,264,2024-07-18
93,432,2024-07-21
93,344,2024-08-01
93,294,2024-08-06
93,72,2024-08-08
93,86,2024-08-11
93,103,2024-08-18
93,263,2024-08-20
93,148,2024-08-22
93,172,2024-09-04
93,85,2024-09-08
93,322,2024-10-24
93,459,2024-10-27
