ユーザーID,商品ID,購入日時
90,363,2024-01-07
90,424,2024-01-10
90,225,2024-01-14
90,152,2024-01-20
90,453,2024-01-21
90,121,2024-01-29
90,214,2024-01-29
90,442,2024-02-01
90,384,2024-02-03
90,135,2024-02-12
90,438,2024-02-18
90,422,2024-02-23
90,421,2024-02-26
90,364,2024-03-18
90,489,2024-03-24
90,227,2024-03-24
90,68,2024-03-25
90,396,2024-03-26
90,223,2024-04-15
90,137,2024-04-15
90,329,2024-04-26
90,67,2024-05-02
90,412,2024-05-07
90,156,2024-05-14
90,119,2024-05-27
90,329,2024-06-16
90,136,2024-06-20
90,320,2024-06-23
90,202,2024-06-27
90,271,2024-06-30
90,342,2024-07-06
90,437,2024-07-23
90,419,2024-07-31
90,3,2024-08-01
90,3,2024-08-01
90,310,2024-08-07
90,279,2024-08-09
90,325,2024-08-12
90,226,2024-08-19
90,471,2024-08-25
90,470,2024-08-27
90,185,2024-08-30
90,223,2024-09-04
90,260,2024-09-05
90,412,2024-09-28
90,44,2024-10-08
90,19,2024-10-15
90,55,2024-10-17
90,363,2024-10-19
90,296,2024-10-22
