ユーザーID,商品ID,購入日時
62,142,2024-01-02
62,324,2024-01-06
62,481,2024-01-06
62,172,2024-01-09
62,419,2024-01-10
62,3,2024-01-12
62,108,2024-01-13
62,108,2024-01-13
62,421,2024-01-17
62,92,2024-01-22
62,433,2024-01-23
62,286,2024-02-05
62,498,2024-02-19
62,291,2024-02-21
62,336,2024-02-23
62,499,2024-02-24
62,152,2024-03-14
62,75,2024-04-02
62,331,2024-04-23
62,376,2024-05-15
62,454,2024-05-16
62,391,2024-05-21
62,187,2024-06-01
62,91,2024-06-04
62,194,2024-06-10
62,234,2024-06-11
62,439,2024-06-13
62,367,2024-06-15
62,157,2024-06-18
62,492,2024-06-24
62,367,2024-07-02
62,441,2024-07-04
62,313,2024-07-15
62,254,2024-07-16
62,32,2024-07-19
62,57,2024-07-24
62,206,2024-07-27
62,427,2024-07-29
62,132,2024-07-31
62,131,2024-08-08
62,460,2024-08-20
62,21,2024-08-23
62,274,2024-08-23
62,60,2024-09-04
62,250,2024-09-07
62,254,2024-09-07
62,42,2024-09-17
62,335,2024-09-17
62,77,2024-09-21
62,10,2024-10-02
