ユーザーID,商品ID,購入日時
49,423,2024-01-02
49,359,2024-01-04
49,60,2024-01-08
49,180,2024-01-12
49,258,2024-01-19
49,465,2024-01-20
49,491,2024-01-23
49,469,2024-01-24
49,312,2024-02-15
49,7,2024-02-19
49,457,2024-03-14
49,51,2024-03-20
49,425,2024-03-24
49,228,2024-03-28
49,495,2024-03-31
49,461,2024-04-07
49,457,2024-04-15
49,91,2024-04-16
49,176,2024-04-26
49,132,2024-05-01
49,112,2024-05-14
49,105,2024-05-20
49,429,2024-06-10
49,265,2024-06-16
49,111,2024-06-22
49,339,2024-06-27
49,430,2024-07-06
49,456,2024-07-07
49,60,2024-07-09
49,315,2024-07-10
49,140,2024-07-12
49,318,2024-07-12
49,98,2024-07-20
49,474,2024-07-21
49,321,2024-07-23
49,316,2024-07-29
49,412,2024-08-01
49,395,2024-08-01
49,364,2024-08-01
49,148,2024-08-19
49,124,2024-08-23
49,303,2024-08-24
49,165,2024-09-04
49,450,2024-09-04
49,166,2024-09-27
49,14,2024-10-01
49,14,2024-10-01
49,234,2024-10-08
49,76,2024-10-13
49,304,2024-10-13
