ユーザーID,商品ID,購入日時
3,493,2024-01-02
3,75,2024-01-10
3,136,2024-01-21
3,418,2024-01-24
3,489,2024-01-26
3,310,2024-02-09
3,25,2024-02-24
3,456,2024-02-27
3,444,2024-02-28
3,438,2024-03-03
3,424,2024-03-06
3,29,2024-03-10
3,475,2024-03-10
3,41,2024-03-14
3,109,2024-04-16
3,240,2024-04-16
3,187,2024-04-27
3,84,2024-05-02
3,81,2024-05-03
3,177,2024-05-06
3,160,2024-05-17
3,321,2024-06-02
3,309,2024-06-17
3,155,2024-06-18
3,232,2024-06-20
3,197,2024-07-03
3,440,2024-07-05
3,418,2024-07-07
3,452,2024-07-08
3,431,2024-07-12
3,141,2024-07-20
3,286,2024-07-23
3,380,2024-07-28
3,390,2024-07-29
3,111,2024-08-02
3,135,2024-08-13
3,278,2024-08-13
3,36,2024-08-16
3,389,2024-09-02
3,361,2024-09-04
3,184,2024-09-04
3,2,2024-09-14
3,450,2024-09-16
3,115,2024-09-17
3,224,2024-09-29
3,476,2024-10-07
3,88,2024-10-07
3,486,2024-10-24
3,182,2024-10-26
3,237,2024-10-27
