ユーザーID,商品ID,購入日時
79,50,2024-01-28
79,49,2024-02-01
79,38,2024-02-13
79,65,2024-02-13
79,139,2024-02-18
79,56,2024-02-19
79,140,2024-02-21
79,126,2024-02-23
79,63,2024-03-15
79,33,2024-03-26
79,56,2024-04-02
79,60,2024-04-07
79,145,2024-04-07
79,46,2024-04-13
79,49,2024-04-20
79,83,2024-05-15
79,81,2024-06-11
79,7,2024-07-04
79,58,2024-07-20
79,7,2024-07-24
79,26,2024-07-27
79,63,2024-08-11
79,84,2024-08-12
79,112,2024-08-16
79,107,2024-08-18
79,148,2024-08-26
79,85,2024-09-01
79,20,2024-09-05
79,139,2024-10-19
79,42,2024-10-24
79,51,2024-10-26
