ユーザーID,商品ID,購入日時
68,380,2024-01-04
68,378,2024-01-09
68,12,2024-01-17
68,116,2024-01-21
68,250,2024-01-26
68,186,2024-01-26
68,288,2024-01-29
68,383,2024-02-09
68,269,2024-02-15
68,280,2024-02-16
68,148,2024-02-17
68,387,2024-02-22
68,479,2024-02-24
68,248,2024-03-04
68,76,2024-03-06
68,366,2024-03-15
68,146,2024-03-19
68,212,2024-03-24
68,60,2024-04-01
68,161,2024-04-03
68,283,2024-04-14
68,330,2024-04-14
68,5,2024-04-23
68,325,2024-05-02
68,8,2024-05-06
68,304,2024-05-07
68,333,2024-05-11
68,139,2024-05-14
68,288,2024-05-26
68,428,2024-05-27
68,205,2024-06-04
68,208,2024-06-06
68,319,2024-06-11
68,164,2024-06-18
68,36,2024-07-03
68,212,2024-07-27
68,401,2024-08-03
68,9,2024-08-17
68,91,2024-08-19
68,454,2024-08-22
68,431,2024-08-30
68,430,2024-08-31
68,104,2024-09-01
68,437,2024-09-07
68,225,2024-09-26
68,105,2024-09-27
68,271,2024-10-01
68,355,2024-10-04
68,367,2024-10-22
68,1,2024-10-27
