ユーザーID,商品ID,購入日時
26,259,2024-01-02
26,144,2024-01-02
26,277,2024-01-04
26,412,2024-01-07
26,14,2024-01-28
26,175,2024-01-31
26,102,2024-02-07
26,302,2024-02-20
26,423,2024-02-22
26,327,2024-02-27
26,286,2024-02-28
26,377,2024-03-02
26,200,2024-03-04
26,294,2024-03-05
26,191,2024-03-08
26,328,2024-03-08
26,379,2024-04-03
26,119,2024-04-11
26,402,2024-04-27
26,477,2024-04-28
26,290,2024-05-05
26,55,2024-05-19
26,346,2024-05-19
26,412,2024-05-27
26,364,2024-06-01
26,130,2024-06-03
26,281,2024-06-11
26,284,2024-06-11
26,133,2024-06-11
26,80,2024-06-20
26,429,2024-06-27
26,82,2024-07-12
26,48,2024-07-14
26,258,2024-07-18
26,393,2024-07-25
26,326,2024-08-04
26,441,2024-08-10
26,186,2024-08-14
26,475,2024-08-15
26,135,2024-09-17
26,81,2024-09-22
26,91,2024-09-22
26,369,2024-09-22
26,86,2024-09-23
26,389,2024-09-30
26,42,2024-10-07
26,315,2024-10-10
26,81,2024-10-11
26,221,2024-10-11
26,215,2024-10-12
