ユーザーID,商品ID,購入日時
7,40,2024-01-03
7,178,2024-01-13
7,333,2024-01-20
7,211,2024-01-20
7,48,2024-01-26
7,416,2024-02-05
7,355,2024-02-22
7,248,2024-03-08
7,402,2024-03-11
7,202,2024-03-13
7,189,2024-03-27
7,464,2024-04-01
7,102,2024-04-18
7,53,2024-04-18
7,387,2024-04-19
7,236,2024-04-23
7,106,2024-04-23
7,108,2024-05-10
7,83,2024-05-28
7,400,2024-05-29
7,37,2024-06-03
7,486,2024-06-06
7,68,2024-06-11
7,144,2024-06-20
7,492,2024-06-21
7,475,2024-07-03
7,426,2024-07-03
7,287,2024-07-11
7,319,2024-07-11
7,432,2024-07-22
7,427,2024-07-25
7,44,2024-08-05
7,1,2024-08-12
7,429,2024-08-14
7,191,2024-08-18
7,137,2024-09-03
7,167,2024-09-05
7,423,2024-09-06
7,179,2024-09-09
7,441,2024-09-12
7,364,2024-09-15
7,338,2024-09-20
7,476,2024-09-20
7,426,2024-09-23
7,60,2024-09-23
7,334,2024-09-24
7,386,2024-10-03
7,214,2024-10-04
7,482,2024-10-21
7,490,2024-10-26
