ユーザーID,商品ID,購入日時
38,382,2024-01-03
38,32,2024-01-09
38,301,2024-01-14
38,478,2024-01-26
38,195,2024-02-07
38,100,2024-02-10
38,399,2024-02-14
38,393,2024-02-18
38,299,2024-02-19
38,364,2024-02-20
38,413,2024-02-21
38,352,2024-02-22
38,163,2024-02-29
38,296,2024-03-05
38,112,2024-03-09
38,281,2024-03-14
38,141,2024-03-18
38,159,2024-03-18
38,280,2024-03-19
38,204,2024-04-06
38,370,2024-04-12
38,488,2024-04-27
38,60,2024-05-04
38,101,2024-05-15
38,51,2024-06-02
38,221,2024-06-03
38,435,2024-06-03
38,356,2024-06-08
38,317,2024-06-22
38,32,2024-06-26
38,276,2024-07-05
38,266,2024-07-14
38,281,2024-08-03
38,147,2024-08-05
38,140,2024-08-11
38,408,2024-08-15
38,44,2024-08-17
38,417,2024-08-19
38,159,2024-08-23
38,417,2024-09-11
38,177,2024-09-17
38,258,2024-09-20
38,115,2024-09-25
38,153,2024-10-01
38,132,2024-10-04
38,27,2024-10-06
38,198,2024-10-12
38,335,2024-10-20
38,232,2024-10-22
38,260,2024-10-23
