ユーザーID,商品ID,購入日時
59,379,2024-01-09
59,240,2024-01-13
59,453,2024-01-13
59,66,2024-01-20
59,400,2024-01-24
59,346,2024-01-26
59,401,2024-01-28
59,13,2024-01-31
59,332,2024-02-04
59,158,2024-02-19
59,412,2024-02-20
59,12,2024-02-26
59,213,2024-02-26
59,117,2024-02-28
59,352,2024-03-10
59,80,2024-03-16
59,123,2024-03-16
59,160,2024-03-21
59,286,2024-03-23
59,332,2024-03-27
59,337,2024-04-04
59,133,2024-04-15
59,490,2024-04-15
59,458,2024-04-18
59,26,2024-05-07
59,486,2024-05-15
59,460,2024-05-19
59,351,2024-05-24
59,279,2024-06-03
59,363,2024-06-08
59,94,2024-06-28
59,171,2024-07-02
59,125,2024-07-04
59,493,2024-07-15
59,292,2024-07-17
59,334,2024-07-31
59,357,2024-08-07
59,381,2024-08-12
59,130,2024-08-19
59,484,2024-08-21
59,135,2024-08-25
59,413,2024-09-01
59,339,2024-09-10
59,456,2024-09-16
59,323,2024-09-17
59,341,2024-09-22
59,130,2024-09-25
59,97,2024-10-06
59,414,2024-10-12
59,143,2024-10-21
