ユーザーID,商品ID,購入日時
48,349,2024-01-06
48,25,2024-01-09
48,322,2024-01-22
48,84,2024-01-25
48,313,2024-02-12
48,450,2024-02-21
48,108,2024-02-23
48,215,2024-03-01
48,334,2024-03-01
48,230,2024-03-09
48,234,2024-03-14
48,328,2024-03-22
48,114,2024-04-01
48,415,2024-04-01
48,432,2024-04-02
48,370,2024-04-02
48,2,2024-04-10
48,155,2024-04-16
48,430,2024-04-20
48,73,2024-04-27
48,81,2024-05-09
48,406,2024-05-09
48,344,2024-05-18
48,464,2024-05-20
48,19,2024-05-21
48,332,2024-05-27
48,430,2024-06-02
48,350,2024-06-04
48,261,2024-06-04
48,122,2024-06-14
48,241,2024-06-16
48,100,2024-06-18
48,425,2024-06-24
48,136,2024-06-24
48,20,2024-06-30
48,204,2024-07-15
48,357,2024-07-17
48,201,2024-07-20
48,385,2024-07-23
48,313,2024-07-27
48,216,2024-08-07
48,328,2024-08-11
48,161,2024-08-26
48,383,2024-09-02
48,17,2024-09-08
48,114,2024-09-17
48,395,2024-10-01
48,419,2024-10-16
48,237,2024-10-16
48,28,2024-10-22
