ユーザーID,商品ID,購入日時
58,48,2024-01-28
58,204,2024-01-30
58,492,2024-02-07
58,437,2024-02-08
58,288,2024-02-09
58,249,2024-02-13
58,124,2024-02-16
58,168,2024-02-28
58,308,2024-03-01
58,248,2024-03-03
58,244,2024-03-06
58,389,2024-03-17
58,206,2024-03-28
58,439,2024-04-06
58,257,2024-04-10
58,306,2024-04-12
58,238,2024-04-17
58,499,2024-04-20
58,351,2024-04-21
58,62,2024-04-28
58,209,2024-05-04
58,476,2024-05-13
58,93,2024-05-15
58,116,2024-05-24
58,245,2024-06-01
58,415,2024-06-02
58,30,2024-06-04
58,158,2024-06-15
58,392,2024-06-16
58,241,2024-06-16
58,298,2024-06-25
58,212,2024-06-30
58,412,2024-07-02
58,293,2024-07-07
58,110,2024-07-13
58,377,2024-07-22
58,354,2024-07-24
58,329,2024-07-24
58,265,2024-08-05
58,19,2024-08-06
58,197,2024-08-06
58,334,2024-08-13
58,337,2024-08-28
58,94,2024-08-28
58,127,2024-09-01
58,47,2024-09-05
58,388,2024-09-24
58,426,2024-09-25
58,15,2024-10-10
58,460,2024-10-19
