ユーザーID,商品ID,購入日時
12,9,2024-01-09
12,71,2024-01-22
12,44,2024-02-03
12,115,2024-02-05
12,135,2024-02-14
12,83,2024-02-22
12,103,2024-02-26
12,142,2024-03-22
12,4,2024-03-28
12,116,2024-04-14
12,84,2024-05-11
12,21,2024-05-19
12,45,2024-06-23
12,137,2024-06-29
12,136,2024-07-07
12,19,2024-07-15
12,90,2024-07-20
12,34,2024-07-22
12,97,2024-07-24
12,39,2024-07-26
12,27,2024-07-29
12,4,2024-08-01
12,46,2024-08-12
12,37,2024-08-20
12,93,2024-08-27
12,65,2024-08-30
12,112,2024-09-02
12,102,2024-09-18
12,66,2024-09-19
12,140,2024-10-01
12,124,2024-10-03
