ユーザーID,商品ID,購入日時
46,474,2024-01-04
46,326,2024-01-05
46,56,2024-01-13
46,5,2024-01-15
46,109,2024-01-18
46,309,2024-01-22
46,241,2024-01-22
46,178,2024-01-24
46,93,2024-01-30
46,171,2024-02-03
46,471,2024-02-07
46,244,2024-02-08
46,323,2024-02-16
46,422,2024-02-17
46,230,2024-02-20
46,239,2024-02-29
46,331,2024-03-05
46,484,2024-03-19
46,184,2024-04-07
46,52,2024-04-08
46,106,2024-04-18
46,99,2024-04-21
46,92,2024-04-30
46,34,2024-05-05
46,206,2024-05-09
46,102,2024-05-19
46,73,2024-05-28
46,39,2024-06-04
46,217,2024-06-04
46,280,2024-06-21
46,340,2024-07-15
46,212,2024-07-27
46,288,2024-07-27
46,454,2024-07-29
46,71,2024-07-31
46,257,2024-08-14
46,396,2024-08-14
46,78,2024-08-18
46,152,2024-08-26
46,399,2024-08-27
46,129,2024-09-03
46,385,2024-09-03
46,83,2024-09-09
46,469,2024-09-09
46,240,2024-09-18
46,95,2024-09-21
46,136,2024-10-02
46,139,2024-10-05
46,165,2024-10-11
46,477,2024-10-23
