ユーザーID,商品ID,購入日時
73,197,2024-01-10
73,297,2024-01-12
73,68,2024-01-12
73,138,2024-01-28
73,175,2024-01-30
73,324,2024-02-11
73,126,2024-02-16
73,166,2024-02-26
73,438,2024-03-02
73,378,2024-03-02
73,144,2024-03-06
73,301,2024-03-11
73,361,2024-03-14
73,40,2024-03-15
73,100,2024-03-17
73,291,2024-03-21
73,248,2024-04-28
73,339,2024-05-01
73,421,2024-05-08
73,192,2024-05-14
73,18,2024-05-19
73,300,2024-05-26
73,57,2024-05-30
73,131,2024-06-01
73,470,2024-06-07
73,294,2024-06-11
73,429,2024-06-13
73,224,2024-06-15
73,387,2024-06-16
73,26,2024-06-21
73,125,2024-06-26
73,320,2024-06-27
73,179,2024-06-28
73,295,2024-07-25
73,311,2024-07-28
73,90,2024-08-02
73,482,2024-08-05
73,483,2024-08-09
73,333,2024-08-13
73,117,2024-08-25
73,316,2024-08-30
73,162,2024-09-06
73,247,2024-09-08
73,139,2024-09-13
73,273,2024-09-29
73,397,2024-10-02
73,271,2024-10-09
73,283,2024-10-10
73,116,2024-10-18
73,430,2024-10-23
