ユーザーID,商品ID,購入日時
51,468,2024-01-12
51,242,2024-01-27
51,398,2024-02-03
51,295,2024-02-05
51,55,2024-02-09
51,86,2024-02-11
51,89,2024-02-28
51,499,2024-03-01
51,235,2024-03-15
51,84,2024-03-19
51,379,2024-03-26
51,124,2024-03-29
51,438,2024-04-04
51,156,2024-04-07
51,309,2024-04-09
51,336,2024-04-09
51,195,2024-04-10
51,103,2024-05-06
51,289,2024-05-14
51,488,2024-05-15
51,417,2024-05-19
51,245,2024-05-22
51,298,2024-05-24
51,75,2024-06-14
51,266,2024-06-25
51,73,2024-06-26
51,384,2024-06-28
51,407,2024-06-30
51,375,2024-07-01
51,275,2024-07-06
51,61,2024-07-08
51,122,2024-07-10
51,391,2024-07-18
51,110,2024-07-24
51,76,2024-07-29
51,199,2024-08-10
51,320,2024-08-29
51,243,2024-08-30
51,46,2024-08-31
51,489,2024-09-09
51,30,2024-09-14
51,129,2024-09-19
51,38,2024-10-05
51,292,2024-10-09
51,238,2024-10-10
51,81,2024-10-12
51,143,2024-10-15
51,321,2024-10-17
51,93,2024-10-20
51,209,2024-10-22
