ユーザーID,商品ID,購入日時
1,206,2024-01-04
1,206,2024-01-05
1,279,2024-01-08
1,103,2024-02-04
1,223,2024-02-10
1,206,2024-02-20
1,230,2024-02-26
1,327,2024-03-05
1,77,2024-03-06
1,20,2024-03-11
1,256,2024-03-15
1,42,2024-03-16
1,320,2024-03-16
1,214,2024-03-17
1,295,2024-03-22
1,496,2024-03-30
1,427,2024-04-05
1,274,2024-04-15
1,139,2024-04-17
1,89,2024-04-19
1,465,2024-04-21
1,399,2024-04-21
1,259,2024-04-28
1,134,2024-05-08
1,455,2024-05-22
1,40,2024-06-02
1,196,2024-06-04
1,49,2024-06-11
1,154,2024-06-27
1,496,2024-07-07
1,288,2024-07-12
1,27,2024-07-20
1,126,2024-08-08
1,38,2024-08-11
1,39,2024-08-12
1,190,2024-08-18
1,38,2024-09-02
1,31,2024-09-05
1,183,2024-09-11
1,147,2024-09-17
1,41,2024-09-19
1,67,2024-09-25
1,121,2024-09-29
1,208,2024-09-30
1,456,2024-10-07
1,405,2024-10-10
1,74,2024-10-11
1,314,2024-10-16
1,7,2024-10-18
1,400,2024-10-27
