ユーザーID,商品ID,購入日時
20,1,2024-01-04
20,151,2024-01-18
20,19,2024-01-19
20,62,2024-01-20
20,31,2024-01-23
20,66,2024-01-31
20,137,2024-02-11
20,45,2024-02-23
20,17,2024-03-17
20,147,2024-03-22
20,65,2024-03-28
20,135,2024-03-30
20,115,2024-04-26
20,107,2024-05-06
20,60,2024-05-11
20,63,2024-05-24
20,153,2024-05-29
20,150,2024-05-30
20,40,2024-05-30
20,150,2024-06-03
20,37,2024-06-13
20,29,2024-06-21
20,138,2024-06-24
20,76,2024-07-02
20,119,2024-07-05
20,93,2024-07-27
20,146,2024-07-29
20,96,2024-08-03
20,56,2024-08-08
20,119,2024-08-10
20,18,2024-08-10
20,5,2024-08-17
20,19,2024-08-20
20,63,2024-09-02
20,138,2024-09-03
20,88,2024-09-06
20,153,2024-09-07
20,58,2024-09-18
20,35,2024-09-21
20,141,2024-09-23
20,31,2024-09-26
20,147,2024-09-28
20,38,2024-10-11
20,149,2024-10-24
