ユーザーID,商品ID,購入日時
61,100,2024-01-16
61,43,2024-01-22
61,102,2024-02-01
61,60,2024-02-04
61,65,2024-02-07
61,100,2024-02-08
61,71,2024-02-08
61,98,2024-02-09
61,146,2024-02-11
61,75,2024-02-20
61,98,2024-03-04
61,129,2024-03-05
61,67,2024-03-08
61,132,2024-03-08
61,73,2024-04-27
61,50,2024-05-16
61,55,2024-05-18
61,12,2024-05-18
61,88,2024-05-20
61,3,2024-05-22
61,93,2024-05-22
61,148,2024-05-22
61,143,2024-06-07
61,144,2024-06-13
61,15,2024-06-25
61,110,2024-07-03
61,30,2024-07-12
61,32,2024-07-25
61,17,2024-07-28
61,53,2024-08-12
61,48,2024-08-12
61,32,2024-08-22
61,129,2024-08-24
61,30,2024-08-25
61,154,2024-08-29
61,6,2024-09-04
61,16,2024-09-22
61,145,2024-09-27
61,58,2024-09-30
61,31,2024-10-15
61,68,2024-10-27
