ユーザーID,商品ID,購入日時
60,345,2024-01-09
60,345,2024-01-12
60,350,2024-01-13
60,155,2024-01-15
60,436,2024-01-15
60,121,2024-01-16
60,125,2024-02-13
60,27,2024-02-14
60,402,2024-02-26
60,192,2024-03-01
60,458,2024-03-08
60,141,2024-03-11
60,53,2024-03-20
60,412,2024-03-26
60,309,2024-03-31
60,448,2024-04-09
60,173,2024-04-13
60,309,2024-04-19
60,351,2024-05-11
60,60,2024-05-16
60,330,2024-05-25
60,248,2024-05-28
60,225,2024-05-29
60,241,2024-05-31
60,470,2024-06-04
60,182,2024-06-06
60,177,2024-06-24
60,423,2024-06-25
60,117,2024-07-01
60,259,2024-07-06
60,266,2024-07-12
60,57,2024-07-15
60,428,2024-07-16
60,233,2024-07-24
60,326,2024-07-25
60,244,2024-07-26
60,159,2024-08-10
60,281,2024-08-13
60,167,2024-08-16
60,447,2024-08-16
60,208,2024-08-17
60,417,2024-08-29
60,186,2024-09-09
60,408,2024-09-11
60,33,2024-09-22
60,107,2024-10-01
60,53,2024-10-01
60,134,2024-10-03
60,375,2024-10-17
60,105,2024-10-24
