ユーザーID,商品ID,購入日時
56,238,2024-01-05
56,198,2024-01-12
56,485,2024-01-17
56,374,2024-01-20
56,193,2024-01-26
56,20,2024-01-27
56,363,2024-02-05
56,48,2024-02-07
56,154,2024-02-15
56,323,2024-02-17
56,100,2024-02-19
56,116,2024-03-01
56,466,2024-03-12
56,265,2024-03-17
56,319,2024-03-21
56,202,2024-03-22
56,117,2024-03-23
56,63,2024-04-01
56,94,2024-04-05
56,100,2024-04-06
56,378,2024-04-06
56,18,2024-04-09
56,158,2024-04-11
56,487,2024-04-20
56,417,2024-05-02
56,171,2024-05-31
56,182,2024-06-02
56,488,2024-06-07
56,413,2024-06-08
56,422,2024-06-22
56,393,2024-06-24
56,342,2024-07-05
56,457,2024-07-05
56,176,2024-07-21
56,322,2024-08-03
56,58,2024-08-08
56,299,2024-08-10
56,138,2024-08-14
56,108,2024-08-19
56,427,2024-08-23
56,478,2024-09-01
56,316,2024-09-05
56,57,2024-09-07
56,199,2024-09-12
56,199,2024-09-16
56,198,2024-09-24
56,497,2024-10-03
56,291,2024-10-11
56,160,2024-10-17
56,298,2024-10-23
