ユーザーID,商品ID,購入日時
43,484,2024-01-10
43,394,2024-01-12
43,140,2024-01-25
43,416,2024-01-29
43,198,2024-02-03
43,227,2024-02-06
43,270,2024-02-12
43,84,2024-02-14
43,449,2024-02-27
43,40,2024-03-10
43,182,2024-03-15
43,192,2024-03-16
43,180,2024-03-17
43,171,2024-03-18
43,130,2024-03-26
43,175,2024-03-27
43,302,2024-03-27
43,466,2024-04-02
43,391,2024-04-10
43,279,2024-04-14
43,357,2024-04-18
43,361,2024-04-22
43,344,2024-05-04
43,191,2024-05-05
43,155,2024-05-14
43,292,2024-06-07
43,233,2024-06-13
43,486,2024-06-19
43,99,2024-06-21
43,290,2024-06-23
43,409,2024-07-04
43,249,2024-07-08
43,229,2024-07-12
43,192,2024-07-14
43,55,2024-07-20
43,212,2024-07-27
43,232,2024-08-09
43,369,2024-08-15
43,495,2024-08-18
43,455,2024-08-26
43,331,2024-09-03
43,115,2024-09-16
43,404,2024-09-16
43,220,2024-09-25
43,39,2024-09-28
43,376,2024-10-13
43,256,2024-10-14
43,475,2024-10-14
43,332,2024-10-22
43,367,2024-10-25
