ユーザーID,商品ID,購入日時
21,388,2024-01-02
21,188,2024-01-06
21,108,2024-01-18
21,111,2024-01-18
21,222,2024-01-27
21,246,2024-01-28
21,238,2024-02-07
21,139,2024-02-16
21,260,2024-02-21
21,278,2024-02-23
21,459,2024-02-26
21,125,2024-02-29
21,305,2024-03-27
21,56,2024-03-27
21,437,2024-04-05
21,113,2024-04-14
21,464,2024-04-20
21,496,2024-04-29
21,6,2024-05-01
21,486,2024-05-05
21,485,2024-05-06
21,456,2024-05-09
21,245,2024-05-10
21,15,2024-05-24
21,364,2024-05-31
21,354,2024-07-01
21,18,2024-07-07
21,304,2024-07-08
21,423,2024-07-12
21,282,2024-07-14
21,473,2024-07-14
21,351,2024-07-15
21,251,2024-07-15
21,475,2024-08-04
21,33,2024-08-08
21,277,2024-09-02
21,344,2024-09-04
21,252,2024-09-13
21,203,2024-09-20
21,66,2024-09-23
21,435,2024-09-23
21,174,2024-09-27
21,393,2024-10-04
21,491,2024-10-06
21,499,2024-10-08
21,48,2024-10-12
21,477,2024-10-14
21,266,2024-10-16
21,38,2024-10-26
21,124,2024-10-27
