ユーザーID,商品ID,購入日時
67,470,2024-01-03
67,52,2024-01-05
67,16,2024-01-12
67,414,2024-01-20
67,39,2024-01-26
67,500,2024-02-02
67,164,2024-02-02
67,19,2024-02-08
67,104,2024-02-08
67,417,2024-02-14
67,458,2024-02-20
67,449,2024-02-23
67,83,2024-03-02
67,90,2024-03-06
67,494,2024-03-10
67,157,2024-03-12
67,156,2024-03-21
67,331,2024-04-04
67,61,2024-04-06
67,205,2024-04-09
67,354,2024-04-10
67,369,2024-04-12
67,444,2024-04-23
67,325,2024-04-29
67,16,2024-05-20
67,103,2024-05-25
67,106,2024-05-26
67,238,2024-05-29
67,100,2024-06-02
67,109,2024-06-04
67,423,2024-06-10
67,288,2024-06-20
67,1,2024-06-24
67,371,2024-06-25
67,63,2024-06-25
67,440,2024-07-04
67,240,2024-07-08
67,70,2024-07-09
67,391,2024-07-28
67,19,2024-08-10
67,121,2024-08-12
67,242,2024-08-20
67,223,2024-09-03
67,411,2024-09-10
67,409,2024-09-15
67,173,2024-09-21
67,470,2024-09-24
67,86,2024-10-05
67,164,2024-10-07
67,326,2024-10-22
