ユーザーID,商品ID,購入日時
10,410,2024-01-06
10,451,2024-01-09
10,494,2024-01-11
10,489,2024-01-18
10,298,2024-01-19
10,66,2024-01-24
10,416,2024-01-30
10,394,2024-02-02
10,153,2024-02-08
10,303,2024-03-09
10,85,2024-03-10
10,27,2024-03-14
10,355,2024-03-14
10,489,2024-03-22
10,40,2024-03-27
10,104,2024-03-30
10,195,2024-04-09
10,35,2024-04-15
10,111,2024-04-16
10,227,2024-04-20
10,98,2024-04-27
10,281,2024-05-02
10,29,2024-05-04
10,312,2024-05-06
10,409,2024-05-13
10,387,2024-05-22
10,486,2024-05-23
10,5,2024-05-25
10,477,2024-05-29
10,419,2024-06-01
10,3,2024-06-07
10,330,2024-06-18
10,197,2024-06-20
10,412,2024-07-12
10,413,2024-07-13
10,432,2024-07-20
10,145,2024-07-22
10,447,2024-07-26
10,251,2024-08-01
10,14,2024-08-04
10,266,2024-08-05
10,394,2024-08-14
10,423,2024-08-15
10,428,2024-08-30
10,343,2024-08-30
10,245,2024-09-22
10,204,2024-09-24
10,201,2024-10-11
10,140,2024-10-20
10,392,2024-10-24
