ユーザーID,商品ID,購入日時
94,72,2024-01-02
94,10,2024-01-03
94,114,2024-01-08
94,22,2024-02-09
94,81,2024-02-13
94,101,2024-02-13
94,67,2024-02-18
94,144,2024-02-19
94,146,2024-03-21
94,129,2024-04-02
94,53,2024-04-04
94,17,2024-04-07
94,75,2024-04-13
94,116,2024-04-27
94,76,2024-04-29
94,90,2024-05-07
94,66,2024-05-08
94,125,2024-05-13
94,69,2024-05-17
94,39,2024-05-19
94,154,2024-05-19
94,129,2024-05-29
94,137,2024-06-02
94,78,2024-06-17
94,134,2024-07-12
94,12,2024-07-21
94,59,2024-08-01
94,63,2024-08-20
94,121,2024-09-03
94,17,2024-09-04
94,12,2024-09-14
94,116,2024-09-14
94,32,2024-09-19
94,29,2024-10-03
94,108,2024-10-07
94,107,2024-10-17
94,106,2024-10-19
94,153,2024-10-24
94,80,2024-10-24
