ユーザーID,商品ID,購入日時
8,66,2024-01-02
8,3,2024-01-03
8,116,2024-01-08
8,59,2024-01-13
8,11,2024-01-17
8,12,2024-02-07
8,155,2024-02-11
8,58,2024-02-21
8,105,2024-02-22
8,155,2024-02-24
8,24,2024-03-10
8,42,2024-03-20
8,127,2024-03-29
8,116,2024-04-11
8,36,2024-04-11
8,48,2024-04-16
8,117,2024-05-09
8,75,2024-05-11
8,24,2024-05-20
8,27,2024-05-26
8,77,2024-06-08
8,145,2024-06-10
8,30,2024-06-10
8,106,2024-06-21
8,132,2024-07-01
8,133,2024-07-03
8,90,2024-07-03
8,13,2024-07-13
8,156,2024-07-14
8,23,2024-07-17
8,129,2024-07-29
8,106,2024-08-29
8,66,2024-09-05
8,107,2024-09-24
8,94,2024-09-27
8,1,2024-09-29
