ユーザーID,商品ID,購入日時
27,403,2024-01-12
27,151,2024-02-12
27,483,2024-02-12
27,77,2024-02-20
27,285,2024-02-21
27,19,2024-02-22
27,224,2024-03-11
27,230,2024-03-15
27,120,2024-03-21
27,168,2024-04-02
27,286,2024-04-05
27,39,2024-04-10
27,222,2024-04-15
27,347,2024-04-20
27,463,2024-04-28
27,280,2024-05-05
27,475,2024-05-28
27,197,2024-06-03
27,165,2024-06-07
27,166,2024-06-07
27,163,2024-06-10
27,69,2024-06-13
27,317,2024-06-13
27,118,2024-06-29
27,363,2024-07-03
27,232,2024-07-06
27,389,2024-07-15
27,384,2024-07-24
27,45,2024-07-26
27,94,2024-08-05
27,171,2024-08-11
27,139,2024-08-14
27,155,2024-08-19
27,67,2024-08-26
27,348,2024-08-27
27,389,2024-08-31
27,117,2024-09-02
27,251,2024-09-03
27,149,2024-09-08
27,369,2024-09-10
27,199,2024-09-12
27,467,2024-09-15
27,364,2024-09-26
27,449,2024-09-30
27,95,2024-10-04
27,392,2024-10-05
27,111,2024-10-15
27,20,2024-10-18
27,39,2024-10-22
27,392,2024-10-22
