ユーザーID,商品ID,購入日時
32,478,2024-01-05
32,163,2024-01-06
32,253,2024-01-10
32,108,2024-01-24
32,101,2024-02-01
32,5,2024-02-01
32,188,2024-02-03
32,249,2024-02-08
32,361,2024-02-14
32,217,2024-02-28
32,155,2024-02-28
32,287,2024-03-15
32,484,2024-03-20
32,369,2024-03-22
32,238,2024-03-27
32,11,2024-04-07
32,284,2024-04-10
32,288,2024-04-22
32,6,2024-04-24
32,244,2024-04-26
32,268,2024-05-01
32,360,2024-05-02
32,424,2024-05-05
32,30,2024-05-11
32,2,2024-05-17
32,492,2024-05-24
32,131,2024-05-24
32,440,2024-05-27
32,142,2024-05-30
32,219,2024-06-23
32,98,2024-06-25
32,345,2024-07-05
32,179,2024-07-13
32,473,2024-07-17
32,364,2024-07-20
32,235,2024-07-20
32,6,2024-07-24
32,35,2024-07-27
32,361,2024-07-31
32,360,2024-08-06
32,467,2024-08-09
32,355,2024-08-10
32,109,2024-08-25
32,380,2024-08-25
32,476,2024-09-10
32,74,2024-09-27
32,206,2024-10-14
32,424,2024-10-15
32,464,2024-10-24
32,157,2024-10-25
