ユーザーID,商品ID,購入日時
88,35,2024-01-08
88,44,2024-01-27
88,13,2024-02-04
88,63,2024-02-09
88,2,2024-02-10
88,64,2024-02-14
88,96,2024-02-18
88,118,2024-02-21
88,28,2024-03-01
88,128,2024-04-18
88,133,2024-04-20
88,66,2024-05-15
88,87,2024-05-16
88,45,2024-05-18
88,151,2024-05-18
88,148,2024-05-22
88,118,2024-05-26
88,24,2024-06-07
88,122,2024-06-10
88,147,2024-07-22
88,55,2024-07-26
88,122,2024-07-31
88,19,2024-08-07
88,53,2024-08-13
88,52,2024-08-30
88,47,2024-09-01
88,100,2024-09-07
88,149,2024-09-10
88,24,2024-09-17
88,15,2024-10-01
88,22,2024-10-04
88,112,2024-10-19
