ユーザーID,商品ID,購入日時
97,254,2024-01-04
97,103,2024-01-08
97,439,2024-01-14
97,289,2024-01-30
97,309,2024-01-30
97,423,2024-02-01
97,111,2024-02-04
97,77,2024-02-12
97,17,2024-02-23
97,276,2024-02-26
97,65,2024-02-27
97,290,2024-03-04
97,253,2024-03-07
97,463,2024-03-10
97,35,2024-03-11
97,157,2024-03-25
97,18,2024-03-26
97,7,2024-03-29
97,315,2024-04-01
97,167,2024-04-09
97,174,2024-04-16
97,396,2024-04-21
97,217,2024-04-25
97,281,2024-05-06
97,189,2024-05-07
97,411,2024-05-11
97,322,2024-05-15
97,42,2024-05-17
97,78,2024-05-24
97,340,2024-06-04
97,435,2024-06-24
97,395,2024-07-06
97,32,2024-07-07
97,217,2024-07-17
97,407,2024-07-20
97,404,2024-07-24
97,153,2024-08-03
97,269,2024-08-05
97,212,2024-08-06
97,102,2024-08-21
97,92,2024-08-22
97,288,2024-08-27
97,147,2024-09-01
97,325,2024-09-13
97,290,2024-09-15
97,4,2024-09-16
97,129,2024-09-29
97,304,2024-10-05
97,439,2024-10-11
97,128,2024-10-17
