ユーザーID,商品ID,購入日時
65,23,2024-01-04
65,1,2024-01-17
65,51,2024-01-18
65,48,2024-01-24
65,28,2024-01-30
65,89,2024-02-10
65,72,2024-02-15
65,69,2024-02-17
65,84,2024-03-01
65,7,2024-03-03
65,112,2024-03-26
65,77,2024-03-28
65,137,2024-04-14
65,91,2024-05-20
65,27,2024-05-29
65,148,2024-05-30
65,110,2024-06-14
65,24,2024-06-20
65,127,2024-07-02
65,42,2024-07-08
65,11,2024-07-10
65,123,2024-08-14
65,123,2024-08-28
65,94,2024-09-04
65,60,2024-09-26
65,109,2024-10-08
65,107,2024-10-27
