ユーザーID,商品ID,購入日時
55,156,2024-01-10
55,23,2024-01-13
55,220,2024-01-15
55,292,2024-01-23
55,183,2024-02-10
55,362,2024-02-18
55,43,2024-02-19
55,195,2024-02-22
55,409,2024-02-27
55,442,2024-03-17
55,54,2024-03-18
55,226,2024-04-08
55,432,2024-04-10
55,380,2024-04-11
55,398,2024-04-11
55,141,2024-04-18
55,113,2024-04-19
55,153,2024-04-20
55,183,2024-04-23
55,475,2024-05-02
55,402,2024-05-08
55,210,2024-05-11
55,303,2024-05-11
55,382,2024-05-22
55,6,2024-05-25
55,455,2024-06-25
55,382,2024-06-27
55,85,2024-07-05
55,340,2024-07-06
55,183,2024-07-06
55,391,2024-07-12
55,41,2024-07-15
55,463,2024-07-19
55,215,2024-08-07
55,180,2024-08-12
55,97,2024-08-21
55,176,2024-09-03
55,72,2024-09-11
55,129,2024-09-18
55,368,2024-09-27
55,87,2024-10-02
55,160,2024-10-06
55,321,2024-10-08
55,24,2024-10-10
55,348,2024-10-13
55,62,2024-10-14
55,170,2024-10-16
55,92,2024-10-22
55,14,2024-10-24
55,245,2024-10-26
