ユーザーID,商品ID,購入日時
2,107,2024-01-03
2,30,2024-01-05
2,119,2024-01-12
2,43,2024-01-15
2,48,2024-01-29
2,62,2024-02-06
2,151,2024-02-20
2,60,2024-02-25
2,16,2024-03-08
2,30,2024-03-17
2,130,2024-04-10
2,33,2024-04-25
2,10,2024-05-09
2,4,2024-05-11
2,136,2024-05-14
2,45,2024-05-30
2,52,2024-06-07
2,30,2024-06-15
2,123,2024-06-18
2,44,2024-06-21
2,2,2024-06-27
2,76,2024-06-30
2,65,2024-07-02
2,118,2024-07-02
2,111,2024-07-07
2,104,2024-07-10
2,47,2024-07-22
2,110,2024-07-24
2,37,2024-07-31
2,35,2024-08-20
2,137,2024-08-30
2,45,2024-09-01
2,94,2024-09-08
2,65,2024-09-17
2,90,2024-09-24
2,51,2024-09-26
2,44,2024-09-27
2,134,2024-09-27
2,11,2024-09-28
2,152,2024-10-12
2,140,2024-10-13
2,71,2024-10-17
2,126,2024-10-17
2,78,2024-10-17
2,34,2024-10-18
2,7,2024-10-21
2,153,2024-10-22
2,144,2024-10-25
