ユーザーID,商品ID,購入日時
22,24,2024-01-02
22,183,2024-01-05
22,131,2024-01-11
22,345,2024-01-13
22,136,2024-01-18
22,309,2024-01-21
22,116,2024-01-30
22,159,2024-02-05
22,298,2024-02-11
22,240,2024-02-14
22,218,2024-02-15
22,49,2024-02-29
22,331,2024-03-09
22,218,2024-03-17
22,177,2024-03-18
22,192,2024-04-04
22,94,2024-04-09
22,393,2024-04-17
22,76,2024-04-18
22,372,2024-04-20
22,122,2024-04-23
22,110,2024-05-16
22,93,2024-05-23
22,282,2024-05-24
22,298,2024-05-25
22,143,2024-06-06
22,50,2024-06-09
22,58,2024-06-24
22,101,2024-06-27
22,62,2024-07-24
22,171,2024-07-24
22,9,2024-07-28
22,47,2024-07-31
22,276,2024-08-04
22,275,2024-08-11
22,282,2024-08-16
22,154,2024-08-17
22,7,2024-08-23
22,432,2024-08-24
22,237,2024-09-11
22,15,2024-09-13
22,418,2024-09-13
22,168,2024-09-26
22,270,2024-09-28
22,438,2024-10-03
22,461,2024-10-07
22,396,2024-10-10
22,185,2024-10-15
22,167,2024-10-19
22,121,2024-10-20
