ユーザーID,商品ID,購入日時
95,69,2024-01-03
95,298,2024-01-07
95,462,2024-01-08
95,440,2024-01-13
95,317,2024-01-19
95,455,2024-01-23
95,393,2024-01-23
95,13,2024-01-30
95,293,2024-02-02
95,246,2024-02-04
95,249,2024-02-07
95,498,2024-02-08
95,490,2024-02-14
95,337,2024-02-19
95,44,2024-02-21
95,62,2024-02-23
95,103,2024-03-05
95,500,2024-03-09
95,493,2024-03-14
95,66,2024-03-17
95,240,2024-03-31
95,321,2024-04-12
95,155,2024-04-15
95,396,2024-04-20
95,185,2024-05-04
95,396,2024-05-15
95,409,2024-05-16
95,270,2024-06-04
95,495,2024-06-06
95,378,2024-06-09
95,123,2024-06-13
95,84,2024-07-19
95,129,2024-07-21
95,247,2024-07-26
95,40,2024-07-28
95,22,2024-07-31
95,144,2024-08-01
95,491,2024-08-05
95,176,2024-08-12
95,361,2024-08-20
95,238,2024-08-24
95,359,2024-08-25
95,28,2024-09-03
95,494,2024-09-03
95,79,2024-09-14
95,311,2024-09-23
95,316,2024-09-25
95,309,2024-09-29
95,111,2024-10-06
95,188,2024-10-27
