ユーザーID,商品ID,購入日時
70,62,2024-01-03
70,199,2024-01-12
70,250,2024-01-16
70,329,2024-01-19
70,88,2024-01-21
70,142,2024-01-27
70,377,2024-01-31
70,193,2024-02-04
70,89,2024-02-06
70,101,2024-02-07
70,310,2024-02-20
70,15,2024-02-29
70,81,2024-03-03
70,217,2024-03-16
70,201,2024-03-19
70,102,2024-03-29
70,244,2024-04-06
70,215,2024-04-16
70,417,2024-04-25
70,100,2024-05-09
70,494,2024-05-16
70,64,2024-05-21
70,299,2024-05-22
70,90,2024-05-30
70,422,2024-06-05
70,210,2024-06-23
70,237,2024-06-29
70,177,2024-07-06
70,415,2024-07-06
70,392,2024-07-17
70,141,2024-07-19
70,340,2024-07-28
70,499,2024-07-30
70,87,2024-08-03
70,53,2024-08-08
70,241,2024-08-09
70,297,2024-08-23
70,436,2024-09-02
70,490,2024-09-02
70,201,2024-09-03
70,490,2024-09-07
70,296,2024-09-16
70,218,2024-09-26
70,402,2024-09-28
70,354,2024-10-03
70,201,2024-10-03
70,487,2024-10-08
70,437,2024-10-08
70,328,2024-10-10
70,446,2024-10-15
