ユーザーID,商品ID,購入日時
15,401,2024-01-11
15,397,2024-01-18
15,463,2024-01-19
15,112,2024-01-21
15,326,2024-01-27
15,383,2024-02-05
15,188,2024-02-05
15,194,2024-02-06
15,21,2024-02-22
15,452,2024-03-04
15,270,2024-03-12
15,30,2024-03-15
15,184,2024-03-31
15,193,2024-04-05
15,305,2024-04-09
15,332,2024-04-24
15,229,2024-04-25
15,175,2024-04-26
15,239,2024-04-28
15,324,2024-04-30
15,218,2024-04-30
15,353,2024-05-03
15,437,2024-05-04
15,122,2024-05-25
15,306,2024-05-27
15,147,2024-06-04
15,404,2024-06-10
15,168,2024-06-22
15,340,2024-07-18
15,312,2024-07-22
15,439,2024-07-23
15,395,2024-07-27
15,171,2024-08-01
15,26,2024-08-01
15,342,2024-08-03
15,441,2024-08-08
15,248,2024-08-22
15,76,2024-08-25
15,33,2024-08-25
15,103,2024-09-03
15,58,2024-09-15
15,127,2024-09-15
15,357,2024-09-27
15,427,2024-09-29
15,263,2024-10-07
15,140,2024-10-10
15,431,2024-10-15
15,379,2024-10-17
15,75,2024-10-22
15,272,2024-10-27
