ユーザーID,商品ID,購入日時
41,85,2024-01-03
41,104,2024-01-08
41,64,2024-01-23
41,152,2024-02-19
41,67,2024-02-27
41,117,2024-03-15
41,133,2024-03-15
41,148,2024-03-18
41,138,2024-03-20
41,4,2024-03-20
41,48,2024-03-27
41,2,2024-03-27
41,23,2024-04-04
41,154,2024-04-06
41,61,2024-04-18
41,60,2024-04-22
41,156,2024-04-23
41,69,2024-04-25
41,123,2024-04-27
41,35,2024-05-01
41,40,2024-05-07
41,73,2024-05-08
41,137,2024-05-11
41,153,2024-05-11
41,69,2024-05-26
41,59,2024-05-31
41,64,2024-06-23
41,100,2024-07-01
41,104,2024-07-14
41,28,2024-07-22
41,30,2024-07-25
41,48,2024-08-05
41,94,2024-08-29
41,14,2024-09-28
41,88,2024-10-01
41,2,2024-10-26
41,23,2024-10-27
41,131,2024-10-27
