ユーザーID,商品ID,購入日時
9,96,2024-01-02
9,140,2024-01-10
9,32,2024-01-14
9,80,2024-02-01
9,40,2024-02-02
9,90,2024-02-11
9,52,2024-02-18
9,155,2024-03-07
9,153,2024-03-23
9,14,2024-05-10
9,76,2024-05-11
9,130,2024-05-11
9,72,2024-05-13
9,29,2024-05-31
9,75,2024-06-03
9,1,2024-06-09
9,37,2024-06-11
9,88,2024-06-20
9,19,2024-06-24
9,119,2024-07-18
9,24,2024-07-18
9,149,2024-08-07
9,13,2024-08-28
9,78,2024-09-03
9,41,2024-09-04
9,26,2024-09-06
9,63,2024-09-27
9,92,2024-10-03
9,6,2024-10-19
