ユーザーID,商品ID,購入日時
34,118,2024-01-03
34,48,2024-01-07
34,105,2024-01-07
34,19,2024-01-08
34,4,2024-01-08
34,63,2024-01-14
34,58,2024-02-13
34,92,2024-02-28
34,77,2024-03-12
34,150,2024-03-19
34,27,2024-04-16
34,75,2024-05-02
34,99,2024-05-10
34,126,2024-05-18
34,50,2024-05-26
34,14,2024-06-06
34,119,2024-06-08
34,44,2024-07-04
34,49,2024-07-14
34,92,2024-07-17
34,134,2024-07-18
34,156,2024-07-20
34,82,2024-07-31
34,77,2024-08-18
34,80,2024-08-29
34,36,2024-09-15
34,120,2024-09-19
34,147,2024-09-19
34,8,2024-10-04
34,42,2024-10-22
