ユーザーID,商品ID,購入日時
30,187,2024-01-06
30,378,2024-01-14
30,30,2024-01-15
30,190,2024-01-18
30,389,2024-01-31
30,108,2024-02-03
30,309,2024-02-13
30,132,2024-02-21
30,391,2024-02-24
30,277,2024-02-25
30,465,2024-02-27
30,411,2024-03-01
30,290,2024-04-13
30,397,2024-04-13
30,249,2024-04-14
30,446,2024-04-19
30,437,2024-04-22
30,293,2024-04-24
30,476,2024-04-27
30,175,2024-05-02
30,6,2024-05-04
30,408,2024-05-09
30,274,2024-05-12
30,164,2024-05-16
30,166,2024-05-18
30,466,2024-05-29
30,62,2024-06-19
30,345,2024-06-20
30,334,2024-07-11
30,225,2024-07-18
30,373,2024-07-21
30,409,2024-07-23
30,126,2024-08-05
30,239,2024-08-14
30,5,2024-08-16
30,86,2024-08-19
30,109,2024-08-19
30,313,2024-08-20
30,221,2024-08-30
30,200,2024-08-31
30,462,2024-09-02
30,305,2024-09-04
30,79,2024-09-18
30,253,2024-09-21
30,58,2024-09-25
30,163,2024-09-27
30,216,2024-09-27
30,165,2024-10-01
30,185,2024-10-06
30,228,2024-10-25
