ユーザーID,商品ID,購入日時
85,244,2024-01-05
85,465,2024-01-05
85,1,2024-01-06
85,77,2024-01-07
85,231,2024-01-15
85,18,2024-01-27
85,251,2024-02-06
85,313,2024-02-16
85,488,2024-02-16
85,144,2024-02-16
85,202,2024-02-25
85,424,2024-02-26
85,411,2024-02-27
85,91,2024-02-29
85,321,2024-03-16
85,151,2024-03-21
85,94,2024-03-29
85,157,2024-03-31
85,240,2024-04-02
85,232,2024-04-04
85,447,2024-04-09
85,457,2024-04-18
85,383,2024-05-23
85,229,2024-05-25
85,232,2024-05-29
85,208,2024-06-04
85,483,2024-06-05
85,81,2024-06-15
85,106,2024-06-16
85,481,2024-06-26
85,96,2024-06-28
85,73,2024-06-28
85,242,2024-07-02
85,426,2024-07-04
85,278,2024-07-04
85,270,2024-07-06
85,30,2024-07-11
85,81,2024-08-21
85,367,2024-09-06
85,366,2024-09-12
85,422,2024-09-13
85,81,2024-09-14
85,7,2024-09-20
85,414,2024-09-21
85,74,2024-10-03
85,121,2024-10-10
85,19,2024-10-11
85,14,2024-10-16
85,76,2024-10-20
85,173,2024-10-21
