ユーザーID,商品ID,購入日時
98,41,2024-01-08
98,147,2024-01-12
98,151,2024-01-15
98,136,2024-01-22
98,83,2024-01-24
98,38,2024-01-31
98,43,2024-01-31
98,46,2024-02-04
98,34,2024-02-12
98,29,2024-02-13
98,74,2024-02-16
98,23,2024-02-20
98,58,2024-02-25
98,44,2024-03-01
98,149,2024-03-08
98,98,2024-04-05
98,136,2024-04-14
98,133,2024-04-26
98,66,2024-05-01
98,105,2024-05-07
98,128,2024-05-12
98,49,2024-05-12
98,81,2024-05-18
98,106,2024-05-25
98,108,2024-06-07
98,96,2024-06-13
98,52,2024-06-15
98,95,2024-06-17
98,112,2024-07-02
98,55,2024-07-17
98,149,2024-07-28
98,30,2024-08-12
98,154,2024-08-12
98,91,2024-08-13
98,115,2024-08-18
98,139,2024-08-22
98,116,2024-08-23
98,120,2024-08-27
98,145,2024-08-30
98,30,2024-09-07
98,126,2024-09-13
98,15,2024-09-21
98,70,2024-09-30
98,48,2024-10-01
98,48,2024-10-10
98,24,2024-10-14
98,59,2024-10-15
98,50,2024-10-24
98,60,2024-10-26
98,130,2024-10-26
