ユーザーID,商品ID,購入日時
5,38,2024-01-08
5,88,2024-01-10
5,32,2024-01-14
5,54,2024-01-15
5,97,2024-01-17
5,71,2024-01-18
5,79,2024-01-18
5,122,2024-01-21
5,126,2024-01-24
5,66,2024-01-25
5,110,2024-01-25
5,51,2024-01-31
5,63,2024-02-09
5,139,2024-02-19
5,12,2024-02-20
5,63,2024-02-27
5,127,2024-02-27
5,151,2024-03-01
5,119,2024-03-15
5,152,2024-03-21
5,61,2024-04-05
5,96,2024-04-13
5,32,2024-04-25
5,113,2024-05-02
5,139,2024-05-08
5,77,2024-05-20
5,101,2024-05-29
5,126,2024-06-01
5,26,2024-06-06
5,60,2024-06-21
5,131,2024-07-07
5,104,2024-07-08
5,12,2024-07-17
5,4,2024-07-18
5,149,2024-07-19
5,114,2024-07-20
5,62,2024-08-08
5,147,2024-08-11
5,19,2024-09-03
5,137,2024-09-09
5,93,2024-09-12
5,45,2024-09-15
5,143,2024-09-26
5,119,2024-10-05
5,26,2024-10-25
