ユーザーID,商品ID,購入日時
35,174,2024-01-03
35,476,2024-01-04
35,369,2024-01-06
35,351,2024-01-07
35,16,2024-01-22
35,498,2024-01-23
35,110,2024-01-27
35,434,2024-01-28
35,71,2024-02-11
35,399,2024-02-13
35,249,2024-02-27
35,346,2024-03-12
35,2,2024-03-17
35,411,2024-03-19
35,282,2024-04-08
35,268,2024-04-10
35,266,2024-04-17
35,416,2024-05-04
35,498,2024-05-07
35,122,2024-05-20
35,8,2024-05-22
35,282,2024-05-22
35,120,2024-05-26
35,170,2024-05-29
35,242,2024-05-30
35,50,2024-05-31
35,129,2024-06-05
35,280,2024-06-08
35,166,2024-06-11
35,107,2024-06-12
35,218,2024-07-03
35,124,2024-07-04
35,477,2024-07-15
35,346,2024-07-18
35,165,2024-07-20
35,336,2024-07-23
35,498,2024-07-25
35,110,2024-07-27
35,399,2024-07-27
35,320,2024-07-28
35,430,2024-07-29
35,236,2024-07-31
35,495,2024-08-08
35,475,2024-08-15
35,399,2024-09-08
35,427,2024-09-14
35,437,2024-09-16
35,23,2024-09-27
35,151,2024-10-04
35,480,2024-10-14
