ユーザーID,商品ID,購入日時
76,286,2024-01-13
76,382,2024-01-14
76,265,2024-02-08
76,97,2024-02-09
76,240,2024-02-11
76,353,2024-02-11
76,169,2024-02-12
76,306,2024-02-13
76,30,2024-02-14
76,140,2024-02-29
76,106,2024-03-18
76,420,2024-03-20
76,117,2024-03-21
76,395,2024-03-21
76,371,2024-03-21
76,77,2024-03-26
76,72,2024-03-27
76,23,2024-04-09
76,415,2024-04-10
76,325,2024-04-22
76,439,2024-04-26
76,221,2024-04-27
76,50,2024-05-14
76,297,2024-05-16
76,452,2024-05-19
76,299,2024-05-23
76,267,2024-05-28
76,495,2024-06-02
76,131,2024-06-13
76,457,2024-06-22
76,349,2024-06-22
76,54,2024-07-01
76,217,2024-07-01
76,448,2024-07-08
76,467,2024-07-08
76,378,2024-07-13
76,477,2024-07-16
76,268,2024-07-22
76,105,2024-07-24
76,98,2024-07-30
76,330,2024-08-16
76,163,2024-08-22
76,180,2024-08-28
76,259,2024-09-04
76,166,2024-09-12
76,301,2024-09-29
76,270,2024-09-29
76,256,2024-10-15
76,177,2024-10-21
76,355,2024-10-23
