ユーザーID,商品ID,購入日時
42,68,2024-01-02
42,211,2024-01-09
42,237,2024-01-15
42,99,2024-01-20
42,287,2024-02-03
42,496,2024-02-04
42,485,2024-02-09
42,233,2024-02-20
42,487,2024-03-08
42,57,2024-03-12
42,406,2024-03-12
42,138,2024-03-14
42,253,2024-03-25
42,440,2024-03-31
42,439,2024-04-01
42,308,2024-04-08
42,390,2024-04-22
42,14,2024-04-24
42,306,2024-05-04
42,87,2024-05-08
42,5,2024-05-10
42,139,2024-05-16
42,175,2024-05-16
42,146,2024-06-08
42,364,2024-07-09
42,450,2024-07-10
42,450,2024-07-12
42,340,2024-07-13
42,28,2024-07-19
42,203,2024-07-21
42,75,2024-07-28
42,54,2024-08-01
42,198,2024-08-03
42,415,2024-08-05
42,101,2024-08-12
42,408,2024-08-19
42,153,2024-08-25
42,198,2024-09-02
42,237,2024-09-04
42,378,2024-09-12
42,60,2024-09-12
42,144,2024-09-14
42,423,2024-09-15
42,462,2024-09-17
42,187,2024-09-28
42,164,2024-09-29
42,358,2024-10-02
42,387,2024-10-09
42,179,2024-10-16
42,487,2024-10-22
