ユーザーID,商品ID,購入日時
50,145,2024-01-03
50,107,2024-01-12
50,142,2024-01-17
50,40,2024-01-29
50,151,2024-02-04
50,125,2024-02-29
50,111,2024-03-06
50,123,2024-03-13
50,12,2024-03-31
50,38,2024-04-08
50,113,2024-04-13
50,38,2024-05-10
50,89,2024-05-12
50,34,2024-05-22
50,129,2024-06-16
50,40,2024-06-23
50,128,2024-07-03
50,106,2024-07-04
50,49,2024-07-11
50,114,2024-07-24
50,139,2024-07-28
50,21,2024-08-03
50,54,2024-08-06
50,70,2024-08-23
50,144,2024-09-13
50,102,2024-09-29
50,54,2024-10-07
50,139,2024-10-25
