ユーザーID,商品ID,購入日時
17,484,2024-01-10
17,236,2024-01-15
17,479,2024-01-21
17,286,2024-01-24
17,110,2024-01-24
17,155,2024-01-28
17,487,2024-02-05
17,86,2024-02-12
17,308,2024-02-13
17,457,2024-02-15
17,187,2024-02-25
17,258,2024-03-09
17,295,2024-03-10
17,323,2024-03-14
17,415,2024-03-15
17,379,2024-03-21
17,195,2024-03-26
17,30,2024-03-27
17,12,2024-03-30
17,192,2024-04-14
17,14,2024-04-17
17,53,2024-04-17
17,369,2024-04-24
17,427,2024-04-28
17,309,2024-05-18
17,277,2024-05-30
17,268,2024-06-02
17,463,2024-06-03
17,355,2024-06-11
17,281,2024-06-16
17,257,2024-06-17
17,25,2024-06-23
17,27,2024-06-24
17,336,2024-07-10
17,32,2024-07-16
17,130,2024-07-18
17,121,2024-07-22
17,57,2024-08-06
17,373,2024-08-06
17,62,2024-08-13
17,184,2024-08-18
17,317,2024-08-20
17,356,2024-08-20
17,487,2024-08-22
17,4,2024-08-26
17,33,2024-09-09
17,298,2024-09-25
17,231,2024-09-29
17,106,2024-10-06
17,47,2024-10-12
